Input File,Bruteforce,Backtracking,AStar,PySAT
input-01.txt,,0.2752,1.5862,0.0039
input-02.txt,,0.2321,1.3158,0.0031
input-03.txt,,1.2126,11.4934,0.0056
input-04.txt,,0.4746,3.8445,0.0052
input-05.txt,,0.2915,5.9088,0.0025
