Input File,Bruteforce,Backtracking,AStar,PySAT
input-01.txt,,0.0829,0.2162,
input-02.txt,,0.1199,0.3120,
input-03.txt,,2.9757,0.8557,
input-04.txt,,0.8495,3.5605,
input-05.txt,,0.4999,0.8295,
