Input File,Bruteforce,Backtracking,AStar,PySAT
input-01.txt,,1.9774,4.8875,
input-02.txt,,13.6446,8.1304,
input-03.txt,,,1411.1082,
input-04.txt,,111.0531,313.9554,
input-05.txt,,217.8393,69.3266,
