Input File,Bruteforce,Backtracking,AStar,PySAT
input-01.txt,0.0228,0.0593,0.0726,0.0096
input-02.txt,0.0377,0.1197,0.1816,0.0124
input-03.txt,0.0282,0.1182,0.1131,0.0168
input-04.txt,0.0314,0.1381,0.1275,0.0114
input-05.txt,0.0320,0.0478,0.1068,0.0107
